icd10_code,icd10_title,icd11_code,icd11_title,foundation_uri,linearization_uri
T86.1,Kidney transplant failure and rejection,NE84,Failure or rejection of transplanted organs or tissues,http://id.who.int/icd/entity/129221830,http://id.who.int/icd/release/11/2022-02/mms/129221830
T86.2,Heart transplant failure and rejection,NE84,Failure or rejection of transplanted organs or tissues,http://id.who.int/icd/entity/129221830,http://id.who.int/icd/release/11/2022-02/mms/129221830
T86.3,Heart-lung transplant failure and rejection,NE84,Failure or rejection of transplanted organs or tissues,http://id.who.int/icd/entity/129221830,http://id.who.int/icd/release/11/2022-02/mms/129221830
T86.4,Liver transplant failure and rejection,NE84,Failure or rejection of transplanted organs or tissues,http://id.who.int/icd/entity/129221830,http://id.who.int/icd/release/11/2022-02/mms/129221830
T86.8,Failure and rejection of other transplanted organs and tissues,NE84,Failure or rejection of transplanted organs or tissues,http://id.who.int/icd/entity/129221830,http://id.who.int/icd/release/11/2022-02/mms/129221830
T86.9,Failure and rejection of unspecified transplanted organ and tissue,NE84,Failure or rejection of transplanted organs or tissues,http://id.who.int/icd/entity/129221830,http://id.who.int/icd/release/11/2022-02/mms/129221830
T87,Complications peculiar to reattachment and amputation,NE85,Complications peculiar to reattachment or amputation,http://id.who.int/icd/entity/1660422480,http://id.who.int/icd/release/11/2022-02/mms/1660422480
T87.0,Complications of reattached (part of) upper extremity,NE85.0,Complications of reattached upper extremity,http://id.who.int/icd/entity/653825577,http://id.who.int/icd/release/11/2022-02/mms/653825577
T87.1,Complications of reattached (part of) lower extremity,NE85.1,Complications of reattached lower extremity,http://id.who.int/icd/entity/1135827901,http://id.who.int/icd/release/11/2022-02/mms/1135827901
T87.2,Complications of other reattached body part,NE85.2,Complications of other reattached body part,http://id.who.int/icd/entity/924715844,http://id.who.int/icd/release/11/2022-02/mms/924715844
T87.3,Neuroma of amputation stump,NE85.3,Neuroma of amputation stump,http://id.who.int/icd/entity/1381353174,http://id.who.int/icd/release/11/2022-02/mms/1381353174
T87.4,Infection of amputation stump,NE85.4,Infection of amputation stump,http://id.who.int/icd/entity/565925186,http://id.who.int/icd/release/11/2022-02/mms/565925186
T87.5,Necrosis of amputation stump,NE85.5,Necrosis of amputation stump,http://id.who.int/icd/entity/1156618456,http://id.who.int/icd/release/11/2022-02/mms/1156618456
T87.6,Other and unspecified complications of amputation stump,NE85.6,Other or unspecified complications of amputation stump,http://id.who.int/icd/entity/811452457,http://id.who.int/icd/release/11/2022-02/mms/811452457
T88,"Other complications of surgical and medical care, not elsewhere classified",NE8Z,"Injury or harm arising from surgical or medical care, not elsewhere classified, unspecified",http://id.who.int/icd/entity/529603602,http://id.who.int/icd/release/11/2022-02/mms/383104340/unspecified
T88.0,Infection following immunization,NE8Z,"Injury or harm arising from surgical or medical care, not elsewhere classified, unspecified",http://id.who.int/icd/entity/529603602,http://id.who.int/icd/release/11/2022-02/mms/383104340/unspecified
T88.1,"Other complications following immunization, not elsewhere classified",NE80.Z,"Injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified, unspecified",http://id.who.int/icd/entity/286694084,http://id.who.int/icd/release/11/2022-02/mms/286694084/unspecified
T88.2,Shock due to anaesthesia,MG40.Z,"Shock, unspecified",http://id.who.int/icd/entity/1164022950,http://id.who.int/icd/release/11/2022-02/mms/1164022950/unspecified
T88.3,Malignant hyperthermia due to anaesthesia,NE86,Malignant hyperthermia due to anaesthesia,http://id.who.int/icd/entity/483464556,http://id.who.int/icd/release/11/2022-02/mms/483464556
T88.4,Failed or difficult intubation,NE87,Failed or difficult intubation,http://id.who.int/icd/entity/1866434304,http://id.who.int/icd/release/11/2022-02/mms/1866434304
T88.5,Other complications of anaesthesia,NE8Z,"Injury or harm arising from surgical or medical care, not elsewhere classified, unspecified",http://id.who.int/icd/entity/529603602,http://id.who.int/icd/release/11/2022-02/mms/383104340/unspecified
T88.6,Anaphylactic shock due to adverse effect of correct drug or medicament properly administered,4A84.1,Drug-induced anaphylaxis,http://id.who.int/icd/entity/1200133657,http://id.who.int/icd/release/11/2022-02/mms/1200133657
T88.7,Unspecified adverse effect of drug or medicament,NE60,"Harmful effects of drugs, medicaments or biological substances, not elsewhere classified",http://id.who.int/icd/entity/1868408442,http://id.who.int/icd/release/11/2022-02/mms/1868408442
T88.8,"Other specified complications of surgical and medical care, not elsewhere classified",NE8Z,"Injury or harm arising from surgical or medical care, not elsewhere classified, unspecified",http://id.who.int/icd/entity/529603602,http://id.who.int/icd/release/11/2022-02/mms/383104340/unspecified
T88.9,"Complication of surgical and medical care, unspecified",NE8Z,"Injury or harm arising from surgical or medical care, not elsewhere classified, unspecified",http://id.who.int/icd/entity/383104340,http://id.who.int/icd/release/11/2022-02/mms/383104340/unspecified
T90-T98,"Sequelae of injuries, of poisoning and of other consequences of external causes",PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T90,Sequelae of injuries of head,NA0Z,"Injuries to the head, unspecified",http://id.who.int/icd/entity/452386362,http://id.who.int/icd/release/11/2022-02/mms/452386362/unspecified
T90.0,Sequelae of superficial injury of head,NA00.Z,Superficial injury of unspecified part of head,http://id.who.int/icd/entity/103374449,http://id.who.int/icd/release/11/2022-02/mms/103374449/unspecified
T90.1,Sequelae of open wound of head,NA01.Z,"Open wound of head, unspecified",http://id.who.int/icd/entity/1667404773,http://id.who.int/icd/release/11/2022-02/mms/1667404773/unspecified
T90.2,Sequelae of fracture of skull and facial bones,NA02.Z,"Fracture of skull and facial bones, part unspecified",http://id.who.int/icd/entity/399491868,http://id.who.int/icd/release/11/2022-02/mms/399491868/unspecified
T90.3,Sequelae of injury of cranial nerves,NA04.Z,"Injury of cranial nerves, unspecified",http://id.who.int/icd/entity/23764250,http://id.who.int/icd/release/11/2022-02/mms/23764250/unspecified
T90.4,Sequelae of injury of eye and orbit,NA06.Z,"Injury of eye or orbit, unspecified",http://id.who.int/icd/entity/1679904912,http://id.who.int/icd/release/11/2022-02/mms/1679904912/unspecified
T90.5,Sequelae of intracranial injury,NA07.Z,"Intracranial injury, unspecified",http://id.who.int/icd/entity/277610609,http://id.who.int/icd/release/11/2022-02/mms/277610609/unspecified
T90.8,Sequelae of other specified injuries of head,NA0Z,"Injuries to the head, unspecified",http://id.who.int/icd/entity/452386362,http://id.who.int/icd/release/11/2022-02/mms/452386362/unspecified
T90.9,Sequelae of unspecified injury of head,NA0Z,"Injuries to the head, unspecified",http://id.who.int/icd/entity/452386362,http://id.who.int/icd/release/11/2022-02/mms/452386362/unspecified
T91,Sequelae of injuries of neck and trunk,NF2Z,"Unspecified injury, poisoning or certain other consequences of external causes",http://id.who.int/icd/entity/435227771,http://id.who.int/icd/release/11/2022-02/mms/435227771/unspecified
T91.0,Sequelae of superficial injury and open wound of neck and trunk,NF2Z,"Unspecified injury, poisoning or certain other consequences of external causes",http://id.who.int/icd/entity/435227771,http://id.who.int/icd/release/11/2022-02/mms/435227771/unspecified
T91.1,Sequelae of fracture of spine,ND50,"Fracture of spine, level unspecified",http://id.who.int/icd/entity/869771751,http://id.who.int/icd/release/11/2022-02/mms/869771751
T91.2,Sequelae of other fracture of thorax and pelvis,NF2Z,"Unspecified injury, poisoning or certain other consequences of external causes",http://id.who.int/icd/entity/435227771,http://id.who.int/icd/release/11/2022-02/mms/435227771/unspecified
T91.3,Sequelae of injury of spinal cord,NF2Z,"Unspecified injury, poisoning or certain other consequences of external causes",http://id.who.int/icd/entity/435227771,http://id.who.int/icd/release/11/2022-02/mms/435227771/unspecified
T91.4,Sequelae of injury of intrathoracic organs,NF2Z,"Unspecified injury, poisoning or certain other consequences of external causes",http://id.who.int/icd/entity/435227771,http://id.who.int/icd/release/11/2022-02/mms/435227771/unspecified
T91.5,Sequelae of injury of intra-abdominal and pelvic organs,NB9Z,"Injuries to the abdomen, lower back, lumbar spine or pelvis, unspecified",http://id.who.int/icd/entity/1489212950,http://id.who.int/icd/release/11/2022-02/mms/1489212950/unspecified
T91.8,Sequelae of other specified injuries of neck and trunk,NF2Z,"Unspecified injury, poisoning or certain other consequences of external causes",http://id.who.int/icd/entity/435227771,http://id.who.int/icd/release/11/2022-02/mms/435227771/unspecified
T91.9,Sequelae of unspecified injury of neck and trunk,NF2Z,"Unspecified injury, poisoning or certain other consequences of external causes",http://id.who.int/icd/entity/435227771,http://id.who.int/icd/release/11/2022-02/mms/435227771/unspecified
T92,Sequelae of injuries of upper limb,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T92.0,Sequelae of open wound of upper limb,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T92.1,Sequelae of fracture of arm,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T92.2,Sequelae of fracture at wrist and hand level,NC53.Z,"Fracture at wrist or hand level, unspecified",http://id.who.int/icd/entity/1008825613,http://id.who.int/icd/release/11/2022-02/mms/1008825613/unspecified
T92.3,"Sequelae of dislocation, sprain and strain of upper limb",PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T92.4,Sequelae of injury of nerve of upper limb,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T92.5,Sequelae of injury of muscle and tendon of upper limb,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T92.6,Sequelae of crushing injury and traumatic amputation of upper limb,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T92.8,Sequelae of other specified injuries of upper limb,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T92.9,Sequelae of unspecified injury of upper limb,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T93,Sequelae of injuries of lower limb,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T93.0,Sequelae of open wound of lower limb,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T93.1,Sequelae of fracture of femur,NC72.Z,"Fracture of femur, unspecified",http://id.who.int/icd/entity/1810119958,http://id.who.int/icd/release/11/2022-02/mms/1810119958/unspecified
T93.2,Sequelae of other fractures of lower limb,NF2Z,"Unspecified injury, poisoning or certain other consequences of external causes",http://id.who.int/icd/entity/435227771,http://id.who.int/icd/release/11/2022-02/mms/435227771/unspecified
T93.3,"Sequelae of dislocation, sprain and strain of lower limb",PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T93.4,Sequelae of injury of nerve of lower limb,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T93.5,Sequelae of injury of muscle and tendon of lower limb,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T93.6,Sequelae of crushing injury and traumatic amputation of lower limb,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T93.8,Sequelae of other specified injuries of lower limb,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T93.9,Sequelae of unspecified injury of lower limb,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T94,Sequelae of injuries involving multiple and unspecified body regions,,Injuries involving multiple body regions,http://id.who.int/icd/entity/159081656,http://id.who.int/icd/release/11/2022-02/mms/159081656
T94.0,Sequelae of injuries involving multiple body regions,,Injuries involving multiple body regions,http://id.who.int/icd/entity/159081656,http://id.who.int/icd/release/11/2022-02/mms/159081656
T94.1,"Sequelae of injuries, not specified by body region",ND5Z,"Injuries to unspecified part of trunk, limb or body region, unspecified",http://id.who.int/icd/entity/1121827324,http://id.who.int/icd/release/11/2022-02/mms/1121827324/unspecified
T95,"Sequelae of burns, corrosions and frostbite",PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T95.0,"Sequelae of burn, corrosion and frostbite of head and neck",PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T95.1,"Sequelae of burn, corrosion and frostbite of trunk",PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T95.2,"Sequelae of burn, corrosion and frostbite of upper limb",PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T95.3,"Sequelae of burn, corrosion and frostbite of lower limb",PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T95.4,Sequelae of burn and corrosion classifiable only according to extent of body surface involved,,Burns classified according to extent of body surface involved,http://id.who.int/icd/entity/1605092722,http://id.who.int/icd/release/11/2022-02/mms/1605092722
T95.8,"Sequelae of other specified burn, corrosion and frostbite",PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T95.9,"Sequelae of unspecified burn, corrosion and frostbite",PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
T96,"Sequelae of poisoning by drugs, medicaments and biological substances",NE60,"Harmful effects of drugs, medicaments or biological substances, not elsewhere classified",http://id.who.int/icd/entity/1868408442,http://id.who.int/icd/release/11/2022-02/mms/1868408442
T97,Sequelae of toxic effects of substances chiefly nonmedicinal as to source,NE61,"Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified",http://id.who.int/icd/entity/1119330136,http://id.who.int/icd/release/11/2022-02/mms/1119330136
T98,Sequelae of other and unspecified effects of external causes,NF2Z,"Unspecified injury, poisoning or certain other consequences of external causes",http://id.who.int/icd/entity/435227771,http://id.who.int/icd/release/11/2022-02/mms/435227771/unspecified
T98.0,Sequelae of effects of foreign body entering through natural orifice,ND7Z,"Effects of foreign body entering through natural orifice, unspecified",http://id.who.int/icd/entity/1237810616,http://id.who.int/icd/release/11/2022-02/mms/1237810616/unspecified
T98.1,Sequelae of other and unspecified effects of external causes,NF0Z,Unspecified effects of external causes,http://id.who.int/icd/entity/609351978,http://id.who.int/icd/release/11/2022-02/mms/609351978/unspecified
T98.2,Sequelae of certain early complications of trauma,NF0A,"Certain early complications of trauma, not elsewhere classified",http://id.who.int/icd/entity/716675709,http://id.who.int/icd/release/11/2022-02/mms/716675709
T98.3,"Sequelae of complications of surgical and medical care, not elsewhere classified",NE8Z,"Injury or harm arising from surgical or medical care, not elsewhere classified, unspecified",http://id.who.int/icd/entity/383104340,http://id.who.int/icd/release/11/2022-02/mms/383104340/unspecified
XX,External causes of morbidity and mortality,PL2Z,"External causes of morbidity or mortality, unspecified",http://id.who.int/icd/entity/850137482,http://id.who.int/icd/release/11/2022-02/mms/850137482/unspecified
V01-X59,Accidents,PB6Z,Unspecified unintentional cause of morbidity or mortality,http://id.who.int/icd/entity/980862652,http://id.who.int/icd/release/11/2022-02/mms/980862652/unspecified
V01-V99,Transport accidents,PB6Z,Unspecified unintentional cause of morbidity or mortality,http://id.who.int/icd/entity/980862652,http://id.who.int/icd/release/11/2022-02/mms/980862652/unspecified
V01-V09,Pedestrian injured in transport accident,PA00,Unintentional land transport traffic event injuring a pedestrian,http://id.who.int/icd/entity/1114138453,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V01,Pedestrian injured in collision with pedal cycle,PA00&XE7ZZ&XE88K,Unintentional land transport traffic event injuring a pedestrian / Pedal cycle as counterpart in land transport crash / Pedestrian as mode of transport of person injured in transport event,http://id.who.int/icd/entity/1164216858,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V01.0,Pedestrian injured in collision with pedal cycle : nontraffic accident,PA10&XE8TM&XE7ZZ,Unintentional land transport nontraffic event injuring a pedestrian / Exposure to land transport off-road injury event / Pedal cycle as counterpart in land transport crash,http://id.who.int/icd/entity/1239219156,http://id.who.int/icd/release/11/2022-02/mms/1595005935
V01.1,Pedestrian injured in collision with pedal cycle : traffic accident,PA00&XE9EE&XE7ZZ,Unintentional land transport traffic event injuring a pedestrian / Exposure to land transport on-road injury event / Pedal cycle as counterpart in land transport crash,http://id.who.int/icd/entity/748107330,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V01.9,Pedestrian injured in collision with pedal cycle : unspecified whether traffic or nontraffic accident,PA20&XE7ZZ,Unintentional land transport event unknown whether traffic or nontraffic injuring a pedestrian / Pedal cycle as counterpart in land transport crash,http://id.who.int/icd/entity/571519128,http://id.who.int/icd/release/11/2022-02/mms/1517956415
V02,Pedestrian injured in collision with two- or three-wheeled motor vehicle,PA00&XE88K,Unintentional land transport traffic event injuring a pedestrian / Pedestrian as mode of transport of person injured in transport event,http://id.who.int/icd/entity/835312357,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V02.0,Pedestrian injured in collision with two- or three-wheeled motor vehicle : nontraffic accident,PA10,Unintentional land transport nontraffic event injuring a pedestrian,http://id.who.int/icd/entity/1213946860,http://id.who.int/icd/release/11/2022-02/mms/1595005935
V02.1,Pedestrian injured in collision with two- or three-wheeled motor vehicle : traffic accident,PA00,Unintentional land transport traffic event injuring a pedestrian,http://id.who.int/icd/entity/756061822,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V02.9,Pedestrian injured in collision with two- or three-wheeled motor vehicle : unspecified whether traffic or nontraffic accident,PA20,Unintentional land transport event unknown whether traffic or nontraffic injuring a pedestrian,http://id.who.int/icd/entity/597102760,http://id.who.int/icd/release/11/2022-02/mms/1517956415
V03,"Pedestrian injured in collision with car, pick-up truck or van",PA00&XE88K,Unintentional land transport traffic event injuring a pedestrian / Pedestrian as mode of transport of person injured in transport event,http://id.who.int/icd/entity/1417811825,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V03.0,"Pedestrian injured in collision with car, pick-up truck or van : nontraffic accident",PA10,Unintentional land transport nontraffic event injuring a pedestrian,http://id.who.int/icd/entity/1420006251,http://id.who.int/icd/release/11/2022-02/mms/1595005935
V03.1,"Pedestrian injured in collision with car, pick-up truck or van : traffic accident",PA00,Unintentional land transport traffic event injuring a pedestrian,http://id.who.int/icd/entity/837312255,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V03.9,"Pedestrian injured in collision with car, pick-up truck or van : unspecified whether traffic or nontraffic accident",PA20,Unintentional land transport event unknown whether traffic or nontraffic injuring a pedestrian,http://id.who.int/icd/entity/1064294441,http://id.who.int/icd/release/11/2022-02/mms/1517956415
V04,Pedestrian injured in collision with heavy transport vehicle or bus,PA00&XE88K,Unintentional land transport traffic event injuring a pedestrian / Pedestrian as mode of transport of person injured in transport event,http://id.who.int/icd/entity/661423333,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V04.0,Pedestrian injured in collision with heavy transport vehicle or bus : nontraffic accident,PA10,Unintentional land transport nontraffic event injuring a pedestrian,http://id.who.int/icd/entity/1876615723,http://id.who.int/icd/release/11/2022-02/mms/1595005935
V04.1,Pedestrian injured in collision with heavy transport vehicle or bus : traffic accident,PA00,Unintentional land transport traffic event injuring a pedestrian,http://id.who.int/icd/entity/177287103,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V04.9,Pedestrian injured in collision with heavy transport vehicle or bus : unspecified whether traffic or nontraffic accident,PA20&XE5LJ,Unintentional land transport event unknown whether traffic or nontraffic injuring a pedestrian / Bus or coach as counterpart in land transport crash,http://id.who.int/icd/entity/68594025,http://id.who.int/icd/release/11/2022-02/mms/1517956415
V05,Pedestrian injured in collision with railway train or railway vehicle,PA00&XE6DQ&XE88K,Unintentional land transport traffic event injuring a pedestrian / Railway vehicle as counterpart in land transport crash / Pedestrian as mode of transport of person injured in transport event,http://id.who.int/icd/entity/1109870961,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V05.0,Pedestrian injured in collision with railway train or railway vehicle : nontraffic accident,PA10&XE8TM&XE6DQ,Unintentional land transport nontraffic event injuring a pedestrian / Exposure to land transport off-road injury event / Railway vehicle as counterpart in land transport crash,http://id.who.int/icd/entity/1931618986,http://id.who.int/icd/release/11/2022-02/mms/1595005935
V05.1,Pedestrian injured in collision with railway train or railway vehicle : traffic accident,PA00&XE9EE&XE6DQ,Unintentional land transport traffic event injuring a pedestrian / Exposure to land transport on-road injury event / Railway vehicle as counterpart in land transport crash,http://id.who.int/icd/entity/376039232,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V05.9,Pedestrian injured in collision with railway train or railway vehicle : unspecified whether traffic or nontraffic accident,PA20&XE6DQ,Unintentional land transport event unknown whether traffic or nontraffic injuring a pedestrian / Railway vehicle as counterpart in land transport crash,http://id.who.int/icd/entity/418275818,http://id.who.int/icd/release/11/2022-02/mms/1517956415
V06,Pedestrian injured in collision with other nonmotor vehicle,PA00&XE88K,Unintentional land transport traffic event injuring a pedestrian / Pedestrian as mode of transport of person injured in transport event,http://id.who.int/icd/entity/915020174,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V06.0,Pedestrian injured in collision with other nonmotor vehicle : nontraffic accident,PA10,Unintentional land transport nontraffic event injuring a pedestrian,http://id.who.int/icd/entity/1923451542,http://id.who.int/icd/release/11/2022-02/mms/1595005935
V06.1,Pedestrian injured in collision with other nonmotor vehicle : traffic accident,PA00,Unintentional land transport traffic event injuring a pedestrian,http://id.who.int/icd/entity/401491712,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V06.9,Pedestrian injured in collision with other nonmotor vehicle : unspecified whether traffic or nontraffic accident,PA20,Unintentional land transport event unknown whether traffic or nontraffic injuring a pedestrian,http://id.who.int/icd/entity/426361302,http://id.who.int/icd/release/11/2022-02/mms/1517956415
V09,Pedestrian injured in other and unspecified transport accidents,PA00&XE88K,Unintentional land transport traffic event injuring a pedestrian / Pedestrian as mode of transport of person injured in transport event,http://id.who.int/icd/entity/1273171148,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V09.0,Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles,PA10,Unintentional land transport nontraffic event injuring a pedestrian,http://id.who.int/icd/entity/1923451542,http://id.who.int/icd/release/11/2022-02/mms/1595005935
V09.1,Pedestrian injured in unspecified nontraffic accident,PA10,Unintentional land transport nontraffic event injuring a pedestrian,http://id.who.int/icd/entity/1500157118,http://id.who.int/icd/release/11/2022-02/mms/1595005935
V09.2,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,PA00&XE88K,Unintentional land transport traffic event injuring a pedestrian / Pedestrian as mode of transport of person injured in transport event,http://id.who.int/icd/entity/1273171148,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V09.3,Pedestrian injured in unspecified traffic accident,PA00&XE88K,Unintentional land transport traffic event injuring a pedestrian / Pedestrian as mode of transport of person injured in transport event,http://id.who.int/icd/entity/1273171148,http://id.who.int/icd/release/11/2022-02/mms/1114138453
V09.9,Pedestrian injured in unspecified transport accident,PA20,Unintentional land transport event unknown whether traffic or nontraffic injuring a pedestrian,http://id.who.int/icd/entity/1517956415,http://id.who.int/icd/release/11/2022-02/mms/1517956415
V10-V19,Pedal cyclist injured in transport accident,PA02,Unintentional land transport traffic event injuring a pedal cyclist,http://id.who.int/icd/entity/1366178730,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V10,Pedal cyclist injured in collision with pedestrian or animal,PA02&XE9EE&XE6K0&XE65U,"Unintentional land transport traffic event injuring a pedal cyclist / Exposure to land transport on-road injury event / Pedestrian as counterpart in land transport crash / Person riding, operating or controlling a motorcycle or pedal cycle injured in transport related event",http://id.who.int/icd/entity/2011828119,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V10.0,Pedal cyclist injured in collision with pedestrian or animal : driver injured in nontraffic accident,PA12&XE6K0&XE65U,"Unintentional land transport nontraffic event injuring a pedal cyclist / Pedestrian as counterpart in land transport crash / Person riding, operating or controlling a motorcycle or pedal cycle injured in transport related event",http://id.who.int/icd/entity/1161695334,http://id.who.int/icd/release/11/2022-02/mms/1877903899
V10.1,Pedal cyclist injured in collision with pedestrian or animal : passenger injured in nontraffic accident,PA12&XE6K0&XE1LZ,Unintentional land transport nontraffic event injuring a pedal cyclist / Pedestrian as counterpart in land transport crash / Vehicle passenger injured in transport related event,http://id.who.int/icd/entity/544595440,http://id.who.int/icd/release/11/2022-02/mms/1877903899
V10.2,Pedal cyclist injured in collision with pedestrian or animal : unspecified pedal cyclist injured in nontraffic accident,PA12&XE6K0&XE65U,"Unintentional land transport nontraffic event injuring a pedal cyclist / Pedestrian as counterpart in land transport crash / Person riding, operating or controlling a motorcycle or pedal cycle injured in transport related event",http://id.who.int/icd/entity/1423478031,http://id.who.int/icd/release/11/2022-02/mms/1877903899
V10.3,Pedal cyclist injured in collision with pedestrian or animal : person injured while boarding or alighting,PA02&XE9EE&XE6K0&XE9Y1,Unintentional land transport traffic event injuring a pedal cyclist / Exposure to land transport on-road injury event / Pedestrian as counterpart in land transport crash / Person boarding or alighting a vehicle injured in transport related event,http://id.who.int/icd/entity/831733915,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V10.4,Pedal cyclist injured in collision with pedestrian or animal : driver injured in traffic accident,PA02&XE9EE&XE6K0&XE65U,"Unintentional land transport traffic event injuring a pedal cyclist / Exposure to land transport on-road injury event / Pedestrian as counterpart in land transport crash / Person riding, operating or controlling a motorcycle or pedal cycle injured in transport related event",http://id.who.int/icd/entity/1115542287,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V10.5,Pedal cyclist injured in collision with pedestrian or animal : passenger injured in traffic accident,PA02&XE9EE&XE6K0&XE1LZ,Unintentional land transport traffic event injuring a pedal cyclist / Exposure to land transport on-road injury event / Pedestrian as counterpart in land transport crash / Vehicle passenger injured in transport related event,http://id.who.int/icd/entity/657858203,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V10.9,Pedal cyclist injured in collision with pedestrian or animal : unspecified pedal cyclist injured in traffic accident,PA02&XE9EE&XE6K0&XE65U,"Unintentional land transport traffic event injuring a pedal cyclist / Exposure to land transport on-road injury event / Pedestrian as counterpart in land transport crash / Person riding, operating or controlling a motorcycle or pedal cycle injured in transport related event",http://id.who.int/icd/entity/787634982,http://id.who.int/icd/release/11/2022-02/mms/1366178730
